"Compound"	"CAS"	"HMDB"	"KEGG"	"PubChem"
CPD-17421				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15928981'>15928981</a>"
CPD-15899				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657856'>90657856</a>"
CPDQT-523				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515310'>102515310</a>"
CPD-14201				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3083834'>3083834</a>"
CPD-11793				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11782794'>11782794</a>"
CPD-15675				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658431'>90658431</a>"
CPD-710			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15787'>C15787</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=119394'>119394</a>"
CPD-15650				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657576'>90657576</a>"
CPD-19692			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04575'>C04575</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=440390'>440390</a>"
CPD-12500				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46926212'>46926212</a>"
CPD-731			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16317'>C16317</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7251182'>7251182</a>"
CPD-14450				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659380'>90659380</a>"
CPD-14120			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17209'>C17209</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10583108'>10583108</a>"
CPD-21370				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820054'>134820054</a>"
CPD-13328				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=52940197'>52940197</a>"
CPD-9111				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=8004'>8004</a>"
CPD-18092			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20491'>C20491</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515146'>102515146</a>"
CPD-12645				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49859642'>49859642</a>"
CPD-3611	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=4356-84-7'>4356-84-7</a>" // "<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=134253-42-2'>134253-42-2</a>"			"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201129'>25201129</a>"
CPD-16385				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659205'>90659205</a>"
CPD-11521				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126961015'>126961015</a>"
CPD-14122				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=57339265'>57339265</a>"
CPD-1962		"<a href='http://www.hmdb.ca/metabolites/HMDB30823'>HMDB30823</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09320'>C09320</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=442154'>442154</a>"
CPD-11518				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126961070'>126961070</a>"
CYCLOHEXANE-13-DIONE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=504-02-9'>504-02-9</a>"		"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01066'>C01066</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10434'>10434</a>"
CPD-8951			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D01186'>D01186</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=62881'>62881</a>"
4-HYDROXY-BUTYRYL-COA			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11062'>C11062</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266688'>45266688</a>"
CPD-8169		"<a href='http://www.hmdb.ca/metabolites/HMDB30030'>HMDB30030</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07288'>C07288</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=20745'>20745</a>"
CPD-10878				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44123341'>44123341</a>"
K-BUTYRYL-COA				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659004'>90659004</a>"
CPD-14123				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=57339264'>57339264</a>"
PREGNENOLONE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=145-13-1'>145-13-1</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00253'>HMDB00253</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01953'>C01953</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=8955'>8955</a>"
CPD-9406				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=49852423'>49852423</a>"
CPD-15430			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05845'>C05845</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71581006'>71581006</a>"
NICOTINAMIDE_RIBOSE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=1341-23-7'>1341-23-7</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00855'>HMDB00855</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03150'>C03150</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=439924'>439924</a>"
CPD-734		"<a href='http://www.hmdb.ca/metabolites/HMDB32797'>HMDB32797</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08491'>C08491</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7251181'>7251181</a>"
CPD-322			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00920'>C00920</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878494'>46878494</a>"
CPD-16413				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3081368'>3081368</a>"
CPD-8923		"<a href='http://www.hmdb.ca/metabolites/HMDB29597'>HMDB29597</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11249'>C11249</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=8078'>8078</a>"
CPD-21419				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820513'>134820513</a>"
CPD-15000				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658522'>90658522</a>"
CPD-20681				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=131841498'>131841498</a>"
CPD-19163				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72551576'>72551576</a>"
CPD-1776			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06387'>C06387</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266583'>45266583</a>"
CPD-15692				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657610'>90657610</a>"
CPD-15666				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658546'>90658546</a>"
ETHYLENE-CMPD		"<a href='http://www.hmdb.ca/metabolites/HMDB29594'>HMDB29594</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06547'>C06547</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6325'>6325</a>"
CPD-14200			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09649'>C09649</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=442360'>442360</a>"
CPD-10855				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15618185'>15618185</a>"
CPD-15567				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658576'>90658576</a>"
CPD-14419				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72551536'>72551536</a>"
KYNURENATE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=492-27-3'>492-27-3</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00715'>HMDB00715</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01717'>C01717</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201402'>25201402</a>"
CPD-5941				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7251176'>7251176</a>"
CPD-12904			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16468'>C16468</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=50986176'>50986176</a>"
CPD-19563				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91760'>91760</a>"
CPD-21366				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820238'>134820238</a>"
CPD-12180			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17741'>C17741</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173441'>46173441</a>"
CPD-13179		"<a href='http://www.hmdb.ca/metabolites/HMDB00554'>HMDB00554</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03852'>C03852</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15818'>15818</a>"
CPD-277			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02514'>C02514</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6857354'>6857354</a>"
CPD-16540				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=71296189'>71296189</a>"
CPD-11218				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173260'>46173260</a>"
CPD-16537				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6602295'>6602295</a>"
3-OXOPIMELOYL-COA		"<a href='http://www.hmdb.ca/metabolites/HMDB12158'>HMDB12158</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06715'>C06715</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266579'>45266579</a>"
CPD-232		"<a href='http://www.hmdb.ca/metabolites/HMDB03831'>HMDB03831</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04368'>C04368</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6934229'>6934229</a>"
3-HYDROXYADIPYL-COA		"<a href='http://www.hmdb.ca/metabolites/HMDB12475'>HMDB12475</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14145'>C14145</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=121225556'>121225556</a>"
CPD-6967				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=17104'>17104</a>"
CPD-7032		"<a href='http://www.hmdb.ca/metabolites/HMDB06007'>HMDB06007</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07328'>C07328</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=31260'>31260</a>"
CPD-18811			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09875'>C09875</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=442482'>442482</a>"
GLUTARYL-COA		"<a href='http://www.hmdb.ca/metabolites/HMDB01339'>HMDB01339</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00527'>C00527</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266604'>45266604</a>"
CPD-19870				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=15310395'>15310395</a>"
CPD-10354				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=8261'>8261</a>"
LIOTHYRONINE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=6893-02-3'>6893-02-3</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00265'>HMDB00265</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02465'>C02465</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7048703'>7048703</a>"
CPD-7275		"<a href='http://www.hmdb.ca/metabolites/HMDB06890'>HMDB06890</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05450'>C05450</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46878574'>46878574</a>"
CPD-11588	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=2226-70-2'>2226-70-2</a>"			"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44237171'>44237171</a>"
CPD-9775				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11127215'>11127215</a>"
CPD-10620				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=7270'>7270</a>"
CPD-226			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02331'>C02331</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266616'>45266616</a>"
UROCORTISONE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=618110'>618110</a>"
CPD-13504			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06177'>C06177</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6955471'>6955471</a>"
19-OXO-TESTOSTERONE		"<a href='http://www.hmdb.ca/metabolites/HMDB03959'>HMDB03959</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05295'>C05295</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=12850019'>12850019</a>"
CPD-21416				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820063'>134820063</a>"
C55-PP-GLCNAC-MANNACA		"<a href='http://www.hmdb.ca/metabolites/HMDB12306'>HMDB12306</a>"		"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657902'>90657902</a>"
CPD0-2275				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=122706302'>122706302</a>"
CPD-10786			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16640'>C16640</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=24892809'>24892809</a>"
CPD-20211				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=137229813'>137229813</a>"
CPD-17688				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820092'>91820092</a>"
CPD-16907				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86289732'>86289732</a>"
CPD-13749			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14256'>C14256</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5282365'>5282365</a>"
CPD-17264				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72551502'>72551502</a>"
CPD-19857				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320439'>129320439</a>"
ISOBUTANOL		"<a href='http://www.hmdb.ca/metabolites/HMDB06006'>HMDB06006</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14710'>C14710</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6560'>6560</a>"
ANDROSTERONE		"<a href='http://www.hmdb.ca/metabolites/HMDB00031'>HMDB00031</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00523'>C00523</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5879'>5879</a>"
CPD-15689				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658297'>90658297</a>"
CPD-19460				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10423'>10423</a>"
CPD-17813				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91819958'>91819958</a>"
CPD-13750			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07635'>C07635</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=441302'>441302</a>"
CPD-15661				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658303'>90658303</a>"
CPD-247			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04480'>C04480</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135926589'>135926589</a>"
CALCITRIOL	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=32222-06-3'>32222-06-3</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01903'>HMDB01903</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01673'>C01673</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5283740'>5283740</a>"
CPD-15368				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657339'>90657339</a>"
CPD-13208				
3-MERCAPTO-2-MERCAPTOMETHYLPROPANOATE		"<a href='http://www.hmdb.ca/metabolites/HMDB35716'>HMDB35716</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04371'>C04371</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23104567'>23104567</a>"
19-HYDROXYTESTOSTERONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05294'>C05294</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=150968'>150968</a>"
CPD-14405				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=72551500'>72551500</a>"
CPD-19868				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86087421'>86087421</a>"
CPD-6996			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16232'>C16232</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=23724670'>23724670</a>"
CPD-21167				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=114886'>114886</a>"
CPD-12896			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16464'>C16464</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=54758682'>54758682</a>"
CPD-10223			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12211'>C12211</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90657135'>90657135</a>"
CPD-12112				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=46173287'>46173287</a>"
CPD-16529				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90659093'>90659093</a>"
CPD-9665			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17696'>C17696</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11116543'>11116543</a>"
CPD-10787				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44123560'>44123560</a>"
CPD-10270				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25244920'>25244920</a>"
SYRINGETIN			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11620'>C11620</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25202456'>25202456</a>"
CPD-13335				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=3963005'>3963005</a>"
CPD-18268				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=102515328'>102515328</a>"
3-HYDROXY-3-METHYL-GLUTARYL-COA	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=1553-55-5'>1553-55-5</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01375'>HMDB01375</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00356'>C00356</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=5288565'>5288565</a>"
CPD-19869				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=86087418'>86087418</a>"
CPD0-2195				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45479337'>45479337</a>"
CPD-7728				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=91820132'>91820132</a>"
SUC-COA	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=604-98-8'>604-98-8</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB01022'>HMDB01022</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266545'>45266545</a>"
CPD-16804				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658226'>90658226</a>"
FORMYL-COA		"<a href='http://www.hmdb.ca/metabolites/HMDB03419'>HMDB03419</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00798'>C00798</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266602'>45266602</a>"
HYDROXYPROPANAL		"<a href='http://www.hmdb.ca/metabolites/HMDB03453'>HMDB03453</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00969'>C00969</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=75049'>75049</a>"
CPD-18812			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11391'>C11391</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=443160'>443160</a>"
CPD-72		"<a href='http://www.hmdb.ca/metabolites/HMDB60304'>HMDB60304</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c17345'>c17345</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45266754'>45266754</a>"
PMS			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00200'>C00200</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9285'>9285</a>"
CPD-19432			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16703'>C16703</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=11054778'>11054778</a>"
CPD-22108				
CPD-19851				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=129320297'>129320297</a>"
VINYL-ACETATE				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6971089'>6971089</a>"
CPD-11790				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=45479348'>45479348</a>"
CPD-21413				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=134820154'>134820154</a>"
CPD-22262				
CPD-19874				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=126843492'>126843492</a>"
CPD-21531				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=135398049'>135398049</a>"
3-HYDROXY-1H-QUINOLIN-4-ONE			"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11503'>C11503</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=25201793'>25201793</a>"
CPD-17259		"<a href='http://www.hmdb.ca/metabolites/HMDB02170'>HMDB02170</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05989'>C05989</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=90658161'>90658161</a>"
CPD-16630				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=6934228'>6934228</a>"
CPD-6961				"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=375682'>375682</a>"
CELLOBIOSE	"<a href='http://www.commonchemistry.org/ChemicalDetail.aspx?ref=528-50-7'>528-50-7</a>"	"<a href='http://www.hmdb.ca/metabolites/HMDB00055'>HMDB00055</a>"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06422'>C06422</a>"	"<a href='http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10712'>10712</a>"
